Time, PoorSignal, Attention, Meditation
16:37:42, 0, 74, 47
16:37:44, 0, 60, 51
16:37:45, 0, 64, 60
16:37:47, 0, 67, 74
16:37:48, 0, 67, 78
16:37:50, 0, 64, 81
16:37:51, 0, 61, 84
16:37:53, 0, 64, 66
16:37:54, 0, 57, 61
16:37:56, 0, 48, 56
16:37:57, 0, 44, 56
16:37:59, 0, 53, 57
16:38:00, 0, 53, 50
16:38:02, 0, 74, 47
16:38:03, 0, 74, 61
16:38:05, 0, 54, 66
16:38:06, 0, 63, 67
16:38:08, 0, 53, 74
16:38:09, 0, 48, 61
16:38:11, 0, 57, 66
16:38:12, 0, 60, 74
16:38:14, 0, 64, 80
16:38:15, 0, 75, 75
16:38:17, 0, 83, 56
16:38:18, 0, 70, 74
16:38:20, 0, 61, 70
16:38:21, 0, 44, 66
16:38:23, 0, 20, 77
16:38:24, 0, 27, 44
16:38:26, 0, 26, 47
16:38:27, 0, 38, 50
16:38:29, 0, 51, 60
16:38:30, 0, 40, 81
16:38:32, 0, 44, 66
16:38:33, 0, 41, 75
16:38:35, 0, 23, 64
16:38:36, 0, 34, 41
16:38:38, 0, 17, 57
16:38:39, 0, 17, 35
16:38:40, 0, 38, 38
16:38:42, 0, 38, 56
16:38:43, 0, 57, 50
16:38:45, 0, 50, 69
16:38:46, 0, 37, 63
16:38:48, 0, 40, 64
16:38:49, 0, 43, 53
16:38:51, 0, 74, 44
16:38:53, 0, 83, 51
16:38:54, 0, 83, 44
16:38:55, 0, 88, 43
16:38:57, 0, 75, 38
16:38:58, 0, 78, 40
16:39:00, 0, 69, 38
16:39:01, 0, 67, 41
16:39:03, 0, 66, 43
16:39:04, 0, 66, 38
16:39:06, 0, 75, 43
16:39:07, 0, 64, 54
16:39:09, 0, 64, 50
16:39:10, 0, 48, 43
16:39:12, 0, 48, 37
16:39:13, 0, 53, 29
16:39:15, 0, 54, 41
16:39:16, 0, 56, 69
16:39:18, 0, 56, 63
16:39:19, 0, 54, 66
16:39:21, 0, 63, 56
16:39:22, 0, 78, 26
16:39:24, 0, 75, 48
16:39:25, 0, 78, 61
16:39:27, 0, 61, 78
16:39:28, 0, 61, 83
16:39:30, 0, 51, 80
16:39:31, 0, 43, 69
16:39:33, 0, 43, 50
16:39:34, 0, 30, 57
16:39:36, 0, 43, 54
16:39:37, 0, 41, 51
16:39:39, 0, 43, 61
16:39:40, 0, 53, 75
16:39:42, 0, 50, 74
16:39:43, 0, 56, 78
16:39:45, 0, 56, 90
16:39:46, 0, 56, 67
16:39:48, 0, 48, 64
16:39:49, 0, 61, 57
16:39:51, 0, 67, 43
16:39:52, 0, 48, 37
16:39:54, 0, 57, 37
16:39:55, 0, 57, 38
16:39:57, 0, 61, 43
16:39:58, 0, 74, 53
16:40:00, 0, 77, 57
16:40:01, 0, 66, 51
16:40:03, 0, 63, 54
16:40:04, 0, 64, 69
16:40:06, 0, 57, 67
16:40:07, 0, 64, 70
16:40:09, 0, 63, 60
16:40:10, 0, 74, 48
16:40:12, 0, 66, 47
16:40:13, 0, 57, 60
16:40:15, 0, 44, 74
16:40:16, 0, 37, 83
16:40:18, 0, 43, 93
16:40:19, 0, 40, 94
16:40:21, 0, 51, 87
16:40:22, 0, 51, 88
16:40:24, 0, 48, 69
16:40:25, 0, 51, 69
16:40:27, 0, 53, 67
16:40:28, 0, 51, 51
16:40:30, 0, 35, 40
16:40:31, 0, 38, 24
16:40:33, 0, 38, 24
16:40:34, 0, 56, 29
16:40:35, 0, 70, 54
16:40:37, 0, 80, 41
16:40:39, 0, 81, 43
16:40:40, 0, 80, 37
16:40:41, 0, 90, 30
16:40:43, 0, 83, 44
16:40:44, 0, 75, 53
16:40:46, 0, 70, 66
16:40:47, 0, 56, 77
16:40:49, 0, 54, 78
16:40:50, 0, 57, 75
16:40:52, 0, 64, 63
16:40:53, 0, 75, 64
16:40:55, 0, 70, 63
16:40:56, 0, 80, 53
16:40:58, 0, 57, 63
16:40:59, 0, 53, 35
16:41:01, 0, 48, 43
16:41:02, 0, 40, 53
16:41:04, 0, 60, 40
16:41:05, 0, 60, 60
16:41:07, 0, 77, 47
16:41:08, 0, 61, 63
16:41:10, 0, 53, 77
16:41:11, 0, 47, 87
16:41:13, 0, 26, 100
16:41:14, 0, 30, 80
16:41:16, 0, 17, 70
16:41:17, 0, 35, 63
16:41:19, 0, 54, 56
16:41:20, 0, 54, 80
16:41:22, 0, 54, 93
16:41:23, 0, 41, 100
16:41:25, 0, 27, 90
16:41:26, 0, 38, 67
16:41:28, 0, 56, 60
16:41:29, 0, 69, 51
16:41:31, 0, 70, 56
16:41:32, 0, 63, 64
16:41:34, 0, 53, 67
16:41:35, 0, 35, 75
16:41:37, 0, 16, 75
16:41:38, 0, 8, 67
16:41:40, 0, 7, 74
16:41:41, 0, 11, 70
16:41:43, 0, 21, 78
16:41:44, 0, 37, 88
16:41:46, 0, 24, 74
16:41:47, 0, 24, 63
16:41:49, 0, 43, 54
16:41:50, 0, 54, 38
16:41:52, 0, 61, 38
16:41:53, 0, 53, 34
16:41:55, 0, 41, 24
16:41:56, 0, 37, 37
16:41:58, 0, 48, 50
16:41:59, 0, 60, 54
16:42:01, 0, 63, 60
16:42:02, 0, 44, 44
16:42:04, 0, 43, 17
16:42:05, 0, 44, 35
16:42:07, 0, 21, 35
16:42:08, 0, 20, 41
16:42:10, 0, 4, 53
16:42:11, 0, 11, 38
16:42:13, 0, 37, 43
16:42:14, 0, 50, 57
16:42:16, 0, 69, 67
16:42:17, 0, 70, 70
16:42:19, 0, 63, 69
16:42:20, 0, 57, 50
16:42:22, 0, 64, 43
16:42:23, 0, 41, 53
16:42:25, 0, 38, 51
16:42:26, 0, 35, 57
16:42:28, 0, 17, 64
16:42:29, 0, 23, 61
16:42:31, 0, 35, 60
16:42:32, 0, 38, 74
16:42:33, 0, 48, 74
16:42:35, 0, 66, 57
16:42:36, 0, 60, 67
